G,speed,mS_peak,mS_module,allSignals
7.75,6,6.2,98.10471290795756,"(array([[6.2],
       [8.6],
       [6.2],
       [8.6],
       [8.6],
       [0.6],
       [9.2],
       [8.6],
       [6.2],
       [8.6],
       [8.6],
       [8.6],
       [9.2],
       [8.6],
       [9.2],
       [8.6],
       [6.2],
       [8.6],
       [8.6],
       [9.2],
       [9.2],
       [8.6],
       [6.2],
       [8.6],
       [6.2],
       [8.6],
       [9.2],
       [8.6],
       [6.2],
       [6.2],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [6.2],
       [9.2],
       [8.6],
       [8.6],
       [9.2],
       [8.6],
       [7.4],
       [7.8],
       [8.6],
       [8.6],
       [9.2],
       [8.6],
       [9.2],
       [7.4],
       [9.2],
       [8.6],
       [9.2],
       [9.2],
       [9.2],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [9.2],
       [9.2],
       [6.2],
       [6.2],
       [8.6],
       [8.6],
       [8.8],
       [8.6]]), array([[ 98.10471291],
       [241.35349524],
       [188.85221352],
       [208.89428228],
       [375.88461202],
       [275.79070066],
       [375.02730134],
       [408.5400891 ],
       [163.22684852],
       [284.43417241],
       [313.24957329],
       [304.07841457],
       [289.45774077],
       [416.22300956],
       [251.34324653],
       [157.45042249],
       [123.26625935],
       [493.29807543],
       [220.64805915],
       [325.89136615],
       [236.85858402],
       [409.24690033],
       [189.86692391],
       [166.94064918],
       [200.14577998],
       [277.47814955],
       [177.10527007],
       [160.7378474 ],
       [207.81270864],
       [158.10156162],
       [244.14187674],
       [183.15039613],
       [400.91498372],
       [356.12990771],
       [228.93519898],
       [146.53126428],
       [223.81288649],
       [294.14910811],
       [566.00289355],
       [394.54116287],
       [321.56787382],
       [167.96352779],
       [156.70604832],
       [288.14734157],
       [212.16381662],
       [304.53210564],
       [361.89071313],
       [278.16693912],
       [188.68007931],
       [131.98978241],
       [520.1606219 ],
       [245.78498819],
       [325.59198236],
       [291.03505969],
       [343.32143031],
       [220.84442185],
       [173.9967145 ],
       [193.36425513],
       [238.60354456],
       [187.79630906],
       [224.67409032],
       [200.61295715],
       [123.23168793],
       [222.15819933],
       [253.55637939],
       [397.4777634 ],
       [385.88205125]]))"
7.75,9,7.2,358.6751336280792,"(array([[7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [8.4],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [8.4],
       [7.2],
       [8.4],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [8.4],
       [7.2],
       [8.4],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [8.4],
       [7.2],
       [7.2],
       [7.2],
       [8.4],
       [7.2],
       [7.2],
       [7.2],
       [8.4],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [8.4],
       [8.4]]), array([[358.67513363],
       [477.5219986 ],
       [504.47569589],
       [529.98337385],
       [378.51373379],
       [430.27333708],
       [373.99194748],
       [356.33490973],
       [528.6960521 ],
       [414.42336734],
       [414.41573948],
       [427.24950402],
       [346.39927756],
       [349.12374712],
       [390.78562832],
       [498.75549517],
       [493.01957744],
       [454.21115205],
       [475.68709858],
       [383.77896742],
       [377.08245072],
       [346.2075989 ],
       [551.11565908],
       [500.58316733],
       [552.93953421],
       [466.23119906],
       [454.29679931],
       [473.38873865],
       [524.98726838],
       [504.921601  ],
       [494.62141675],
       [542.39367325],
       [448.17890364],
       [435.24555456],
       [345.46890344],
       [492.72527327],
       [513.04287074],
       [323.72339629],
       [532.0958349 ],
       [287.50723153],
       [356.52570139],
       [422.8637415 ],
       [299.58859992],
       [430.34836095],
       [329.88725279],
       [313.5675567 ],
       [312.11651002],
       [406.83572035],
       [359.57324053],
       [478.9841344 ],
       [496.20135423],
       [453.74681026],
       [276.74942003],
       [378.98475043],
       [324.55112569],
       [478.6063338 ],
       [497.12979872],
       [508.60329003],
       [449.8695303 ],
       [449.57992706],
       [452.3928321 ],
       [511.75648624],
       [454.70105607],
       [354.93947653],
       [414.75737481],
       [295.9066908 ],
       [362.9920484 ]]))"
8.0,3,9.2,24.388401200328758,"(array([[ 9.2],
       [11.8],
       [11.2],
       [20.4],
       [ 9.2],
       [ 9.2],
       [ 9.2],
       [ 9.2],
       [12. ],
       [ 9.2],
       [12. ],
       [ 9.2],
       [ 9.2],
       [ 8.4],
       [13.2],
       [18.2],
       [11.2],
       [ 9.2],
       [11.2],
       [11.2],
       [11.2],
       [10. ],
       [20.4],
       [11.2],
       [20.4],
       [ 9.2],
       [13.2],
       [20.4],
       [11.2],
       [ 9.2],
       [ 9.2],
       [20.4],
       [ 9.2],
       [ 9.2],
       [ 9.2],
       [11.2],
       [20.4],
       [ 9.2],
       [ 8.6],
       [ 9.8],
       [ 9.2],
       [20.4],
       [18.8],
       [12.2],
       [ 9.2],
       [10.2],
       [ 9.2],
       [11.2],
       [18.4],
       [12. ],
       [ 9.2],
       [20.4],
       [10.2],
       [11.2],
       [ 9.2],
       [20.4],
       [14.2],
       [20.4],
       [ 9.2],
       [10.2],
       [20.4],
       [11.2],
       [20.4],
       [18.4],
       [20.4],
       [ 8.8],
       [ 0.6]]), array([[ 24.3884012 ],
       [156.39632261],
       [163.14033754],
       [145.69390223],
       [222.29267338],
       [621.69400662],
       [265.00471331],
       [299.13243323],
       [106.10748086],
       [205.71588145],
       [191.21103977],
       [121.84032641],
       [258.95270584],
       [148.96544072],
       [141.35423822],
       [100.94435089],
       [178.00379099],
       [561.36896221],
       [175.21831746],
       [268.01528156],
       [261.1404145 ],
       [176.04928907],
       [218.11773974],
       [148.11365668],
       [202.76056843],
       [183.07882491],
       [142.36146816],
       [144.00194082],
       [126.70558089],
       [105.66242467],
       [175.85047643],
       [135.43487627],
       [518.49522539],
       [431.52831262],
       [157.69707621],
       [177.99528291],
       [175.63877656],
       [380.54110517],
       [469.87015755],
       [332.15113688],
       [328.18909825],
       [160.4441285 ],
       [149.19413196],
       [175.83932765],
       [292.1586728 ],
       [163.14728116],
       [401.86540826],
       [131.91242518],
       [182.01569081],
       [214.89660972],
       [288.67640735],
       [152.91099306],
       [266.94077758],
       [211.05401537],
       [469.76058269],
       [348.16206016],
       [140.9670679 ],
       [309.91875432],
       [165.31124783],
       [158.25145047],
       [164.26254772],
       [142.50246217],
       [178.80594347],
       [145.96742333],
       [181.43445968],
       [380.87279493],
       [164.24813154]]))"
8.0,6,6.0,174.93553617966984,"(array([[6. ],
       [8.4],
       [6. ],
       [6. ],
       [8.4],
       [8.8],
       [9. ],
       [8.4],
       [6. ],
       [8.4],
       [8.4],
       [8.4],
       [9. ],
       [8.4],
       [9. ],
       [6. ],
       [6. ],
       [8.4],
       [6. ],
       [9. ],
       [9. ],
       [8.4],
       [6. ],
       [6. ],
       [6. ],
       [8.4],
       [9. ],
       [6. ],
       [6. ],
       [6. ],
       [8.4],
       [6. ],
       [9. ],
       [8.4],
       [8.4],
       [6. ],
       [6. ],
       [8.4],
       [8.4],
       [6. ],
       [8.4],
       [8.4],
       [8.4],
       [8.4],
       [8.4],
       [9.2],
       [8.4],
       [9. ],
       [8.4],
       [6. ],
       [8.4],
       [8.4],
       [9.2],
       [9.2],
       [8.4],
       [6. ],
       [6. ],
       [6. ],
       [8.4],
       [9. ],
       [6. ],
       [6. ],
       [6. ],
       [8.4],
       [8.4],
       [6. ],
       [0.8]]), array([[174.93553618],
       [320.89436472],
       [284.43949348],
       [322.8344718 ],
       [431.42345738],
       [346.30963904],
       [458.42398402],
       [366.07527204],
       [306.74675287],
       [255.6273263 ],
       [327.46138895],
       [304.03404095],
       [354.94873127],
       [463.98220406],
       [329.61185303],
       [243.26588138],
       [212.42413952],
       [326.52869702],
       [259.64174125],
       [382.60891278],
       [241.96773319],
       [470.52370534],
       [330.57887546],
       [226.32920761],
       [341.13067142],
       [279.25465682],
       [225.0578522 ],
       [274.81340193],
       [327.6436444 ],
       [293.45705668],
       [305.72407027],
       [305.38947845],
       [542.22277947],
       [448.9627139 ],
       [355.661044  ],
       [249.56740177],
       [284.95709182],
       [403.23621302],
       [579.80471546],
       [261.30903315],
       [385.40617813],
       [234.96548348],
       [248.50979447],
       [323.16470792],
       [274.58533207],
       [303.95865633],
       [456.17555056],
       [307.62238904],
       [312.41517783],
       [205.54157214],
       [527.55136912],
       [215.92523189],
       [361.99638553],
       [282.39801507],
       [449.59990888],
       [240.07250707],
       [220.54481317],
       [270.70973666],
       [265.03691065],
       [236.35297942],
       [255.06109709],
       [317.26935548],
       [244.33145214],
       [328.46138079],
       [309.66434934],
       [122.41025176],
       [397.41891682]]))"
8.0,9,7.2,297.9417401405263,"(array([[7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [8.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [8.2],
       [7.2],
       [8.2],
       [7.2],
       [7.2],
       [7.2],
       [8.2],
       [8.4],
       [8.2],
       [7.2],
       [8.2],
       [7.2],
       [7.2],
       [7.2],
       [8.2],
       [7.2],
       [7.2],
       [7.2],
       [8.2],
       [7.2],
       [7.2],
       [7.2],
       [8.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [7.2],
       [8.2]]), array([[297.94174014],
       [383.954447  ],
       [394.09684812],
       [421.53734253],
       [320.37177669],
       [359.74359548],
       [240.14155754],
       [351.38041589],
       [423.73702465],
       [369.99597954],
       [345.79541785],
       [364.48813987],
       [289.96376658],
       [325.49528848],
       [312.879564  ],
       [402.91933291],
       [386.46051153],
       [490.21027541],
       [382.44047027],
       [289.46654859],
       [307.60942644],
       [308.57181744],
       [435.86888511],
       [391.15846558],
       [438.43167668],
       [371.25384924],
       [355.26882126],
       [376.42980169],
       [412.32744568],
       [400.38080179],
       [388.48611387],
       [429.77697412],
       [403.02375992],
       [313.31336968],
       [292.58880587],
       [383.22534027],
       [402.92482096],
       [250.67989221],
       [318.74642896],
       [279.51647318],
       [343.94168565],
       [349.99317019],
       [276.9640904 ],
       [344.21979973],
       [262.12967523],
       [261.80382058],
       [283.16449804],
       [325.50252142],
       [301.10104114],
       [376.48710254],
       [490.20821509],
       [357.32626534],
       [231.06267243],
       [297.02585284],
       [298.09910633],
       [390.44754946],
       [387.90266438],
       [405.38143555],
       [351.58689779],
       [353.23931215],
       [354.58626337],
       [399.45601631],
       [366.47500713],
       [300.14869642],
       [347.22318343],
       [272.13721164],
       [389.74622721]]))"
8.25,3,9.0,47.19363006348047,"(array([[ 9. ],
       [11.8],
       [11.2],
       [ 8.8],
       [ 9.8],
       [ 9. ],
       [ 0.6],
       [ 9. ],
       [12. ],
       [ 9.8],
       [12.4],
       [ 9. ],
       [ 9.6],
       [ 9. ],
       [11.2],
       [ 9.8],
       [11.2],
       [ 9. ],
       [11.2],
       [ 9.8],
       [11.2],
       [ 9.8],
       [20.4],
       [11.2],
       [20.4],
       [ 9.8],
       [13.2],
       [ 8.8],
       [11.2],
       [ 9.8],
       [18.4],
       [ 9. ],
       [ 9. ],
       [ 0.8],
       [ 9. ],
       [11.2],
       [20.6],
       [ 9.8],
       [ 9. ],
       [10. ],
       [ 9. ],
       [19. ],
       [19. ],
       [12.8],
       [ 9. ],
       [10.2],
       [ 9. ],
       [11.2],
       [19. ],
       [14.8],
       [ 9. ],
       [11.2],
       [10.4],
       [11.2],
       [ 9.8],
       [20.4],
       [14.8],
       [20.4],
       [ 9.4],
       [11.2],
       [20.4],
       [11.2],
       [20.4],
       [19. ],
       [20.4],
       [ 9. ],
       [ 9.2]]), array([[ 47.19363006],
       [139.72455608],
       [214.90656577],
       [ 87.11831193],
       [252.6101937 ],
       [531.15197345],
       [543.56543611],
       [252.09817548],
       [ 76.86032889],
       [135.9726409 ],
       [124.01239103],
       [158.26541759],
       [155.41350505],
       [189.33466232],
       [210.44044233],
       [ 94.87192971],
       [179.5231852 ],
       [477.91188051],
       [229.36254328],
       [253.87603476],
       [282.07330533],
       [240.23385211],
       [108.0986741 ],
       [185.65754617],
       [111.20074065],
       [187.94946705],
       [148.69901676],
       [102.04915939],
       [152.38231231],
       [106.89881797],
       [ 97.19634028],
       [105.83082465],
       [444.57894206],
       [378.40007714],
       [138.54125437],
       [190.27199641],
       [133.18554418],
       [190.015231  ],
       [557.20479395],
       [276.19897441],
       [294.21929075],
       [129.24311362],
       [166.83733039],
       [168.81999563],
       [150.79198411],
       [153.60387352],
       [191.91632566],
       [131.89457607],
       [207.65023258],
       [171.12273387],
       [500.08891743],
       [178.64309662],
       [214.70647677],
       [279.14451593],
       [220.94165093],
       [274.66951711],
       [180.26312959],
       [231.04121897],
       [ 85.91450047],
       [182.30303527],
       [105.92592118],
       [167.5948919 ],
       [140.60056938],
       [162.9546324 ],
       [151.92509088],
       [460.37656934],
       [287.21699576]]))"
8.25,6,5.8,157.91895345516778,"(array([[5.8],
       [8.6],
       [5.8],
       [5.8],
       [8.6],
       [8.8],
       [9. ],
       [8.8],
       [5.8],
       [8.8],
       [8.6],
       [8.6],
       [9. ],
       [8.6],
       [9. ],
       [5.8],
       [5.8],
       [8.8],
       [5.8],
       [9. ],
       [9. ],
       [8.6],
       [5.8],
       [5.8],
       [5.8],
       [8.6],
       [5.8],
       [5.8],
       [5.8],
       [5.8],
       [5.8],
       [5.8],
       [9. ],
       [8.6],
       [7.2],
       [5.8],
       [5.8],
       [8.6],
       [8.8],
       [9. ],
       [8.8],
       [7.2],
       [7.2],
       [8.6],
       [8.8],
       [9. ],
       [8.8],
       [9. ],
       [7.2],
       [5.8],
       [8.8],
       [9. ],
       [9. ],
       [9. ],
       [8.6],
       [5.8],
       [5.8],
       [5.8],
       [5.8],
       [5.8],
       [5.8],
       [5.8],
       [5.8],
       [7.2],
       [7.2],
       [8.6],
       [8.6]]), array([[157.91895346],
       [200.62289512],
       [288.31367451],
       [283.46752648],
       [291.50119169],
       [448.48455529],
       [377.76447909],
       [285.33720028],
       [298.417235  ],
       [210.27432341],
       [245.05767685],
       [215.96710141],
       [309.58881039],
       [307.043566  ],
       [226.15513099],
       [250.57611887],
       [223.68404618],
       [419.69538747],
       [220.23864385],
       [346.26073317],
       [225.89594635],
       [320.50988178],
       [314.8810021 ],
       [230.71273701],
       [314.87307135],
       [210.64401056],
       [213.30967468],
       [233.34934448],
       [301.88694921],
       [271.24752292],
       [226.64715013],
       [297.15397936],
       [479.27571853],
       [342.06290449],
       [233.25749014],
       [256.61755253],
       [251.67416235],
       [169.41843373],
       [505.77576995],
       [304.7291283 ],
       [272.85122015],
       [211.62228709],
       [183.2449648 ],
       [194.3935451 ],
       [129.90591488],
       [268.48158037],
       [189.69579723],
       [198.14018494],
       [232.28001912],
       [176.84619228],
       [488.79059323],
       [196.94695985],
       [306.52353874],
       [259.9585941 ],
       [189.90546695],
       [215.54363059],
       [204.75674733],
       [242.29895996],
       [199.70482818],
       [198.59594974],
       [225.1547485 ],
       [299.82908661],
       [217.91093606],
       [220.57099166],
       [232.46248114],
       [380.60885891],
       [337.39186123]]))"
8.25,9,7.0,334.6808831311739,"(array([[7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [0.6],
       [8.6],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [8.6],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [8.6],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [8.2],
       [8.6],
       [8.2],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [8.2],
       [7. ],
       [7. ],
       [7. ],
       [8.2],
       [7. ],
       [7. ],
       [7. ],
       [8.2],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [7. ],
       [8.2],
       [8.2]]), array([[334.68088313],
       [442.58415692],
       [479.50921236],
       [501.79113469],
       [360.43660403],
       [501.33318333],
       [279.30658651],
       [331.96894605],
       [497.64524578],
       [393.22891015],
       [392.51035121],
       [401.15558477],
       [319.23549572],
       [336.58233385],
       [364.28257362],
       [465.96057271],
       [468.46235863],
       [334.48987201],
       [444.13738518],
       [272.30988291],
       [352.13810302],
       [335.42978401],
       [522.28946167],
       [476.1029852 ],
       [524.90080063],
       [443.52631831],
       [424.08279716],
       [443.54350543],
       [499.39722061],
       [478.07938847],
       [451.95629751],
       [509.21352007],
       [401.65359489],
       [354.3486386 ],
       [346.73964261],
       [466.6647016 ],
       [494.74644709],
       [300.95870103],
       [287.28197774],
       [295.83813132],
       [348.44280384],
       [419.96114839],
       [293.4728954 ],
       [413.13850819],
       [315.99769738],
       [300.78102493],
       [291.81310579],
       [379.14916965],
       [357.76915841],
       [457.58279475],
       [488.24501701],
       [444.20559265],
       [272.55323825],
       [370.97753693],
       [298.39021137],
       [474.27520476],
       [472.45941181],
       [497.92119701],
       [428.81143091],
       [422.77683813],
       [432.1599216 ],
       [487.35434803],
       [443.9423638 ],
       [353.48902449],
       [413.33316519],
       [358.71467423],
       [399.00984085]]))"
8.5,3,9.2,45.1514665007791,"(array([[ 9.2],
       [11.6],
       [11.2],
       [ 9. ],
       [ 9.4],
       [ 9.2],
       [ 9.2],
       [ 9.2],
       [12.2],
       [ 9.2],
       [12.2],
       [ 9.2],
       [ 9.2],
       [ 8.6],
       [13.2],
       [12.2],
       [12.2],
       [ 9.2],
       [11.2],
       [11.2],
       [11.2],
       [ 9.4],
       [20.8],
       [11.2],
       [20.8],
       [ 9.4],
       [13.4],
       [ 9.2],
       [11.2],
       [ 9.4],
       [ 9.2],
       [12.2],
       [ 9.2],
       [ 9.2],
       [13.6],
       [13.8],
       [20.8],
       [ 9.2],
       [ 9. ],
       [10.2],
       [ 9.2],
       [20.8],
       [19.2],
       [13.2],
       [ 9.2],
       [ 9.2],
       [ 9.2],
       [13.2],
       [19.2],
       [12.2],
       [ 9. ],
       [20.8],
       [ 0.6],
       [11.2],
       [ 9.2],
       [20.8],
       [13.8],
       [20.8],
       [ 9.2],
       [11.2],
       [20.8],
       [11.2],
       [20.8],
       [19.2],
       [20.8],
       [ 9. ],
       [ 9.2]]), array([[ 45.1514665 ],
       [142.10393481],
       [137.71605696],
       [ 85.32861464],
       [182.56255346],
       [611.40502588],
       [247.90275753],
       [261.90443336],
       [116.13181871],
       [160.14312422],
       [141.56838917],
       [111.70660198],
       [223.12750183],
       [119.80866398],
       [206.24193889],
       [ 88.16165296],
       [215.69985411],
       [517.26194746],
       [135.13477737],
       [228.48333689],
       [245.54903343],
       [188.29194654],
       [109.78645758],
       [105.55050069],
       [115.28335096],
       [134.64668145],
       [197.59379865],
       [ 96.92446873],
       [ 93.56044721],
       [110.27494498],
       [121.46282003],
       [ 92.08898077],
       [543.45230494],
       [285.43981797],
       [151.60902237],
       [131.93361273],
       [212.90472535],
       [233.77610397],
       [428.7396808 ],
       [275.68582614],
       [246.35511184],
       [176.41994029],
       [156.09307533],
       [132.76212232],
       [155.14096863],
       [141.91257305],
       [220.6270469 ],
       [201.35999747],
       [195.71981233],
       [255.4506039 ],
       [342.78777291],
       [185.75673133],
       [237.64897419],
       [206.53316161],
       [272.39237374],
       [388.17050685],
       [144.98249706],
       [347.20528157],
       [105.03289931],
       [133.99858278],
       [176.82787119],
       [ 90.74648331],
       [189.87789836],
       [153.19312639],
       [206.70907613],
       [370.36149603],
       [317.17237074]]))"
8.5,6,5.8,198.30884207563108,"(array([[5.8],
       [5.8],
       [5.8],
       [5.8],
       [8.2],
       [8.6],
       [9.2],
       [8.2],
       [5.8],
       [5.8],
       [5.8],
       [5.8],
       [8.8],
       [8.2],
       [8.8],
       [5.8],
       [5.8],
       [8.6],
       [5.8],
       [9. ],
       [9. ],
       [8.4],
       [5.8],
       [5.8],
       [5.8],
       [5.8],
       [5.8],
       [5.8],
       [5.8],
       [5.8],
       [5.8],
       [5.8],
       [8.8],
       [8.6],
       [5.8],
       [5.8],
       [5.8],
       [8.2],
       [8.8],
       [9.4],
       [8.8],
       [5.8],
       [8.8],
       [5.8],
       [5.8],
       [9.2],
       [8.2],
       [8.8],
       [5.8],
       [5.8],
       [8.8],
       [5.8],
       [9.2],
       [9.2],
       [8.8],
       [5.8],
       [5.8],
       [5.8],
       [5.8],
       [5.8],
       [5.8],
       [5.8],
       [5.8],
       [5.8],
       [5.8],
       [0.6],
       [0.6]]), array([[198.30884208],
       [223.62462658],
       [320.83814303],
       [331.76622189],
       [210.9133525 ],
       [241.92579715],
       [255.14397562],
       [213.92413805],
       [332.58904471],
       [206.25667232],
       [195.5089996 ],
       [219.15829901],
       [200.22650208],
       [229.44928251],
       [196.8833125 ],
       [275.05924694],
       [291.49707242],
       [321.71393106],
       [270.21927114],
       [265.49183738],
       [193.67357713],
       [227.78171085],
       [361.60475204],
       [300.05942732],
       [367.18892074],
       [254.25226629],
       [232.02803831],
       [284.85098583],
       [347.10220106],
       [319.41408531],
       [260.29819085],
       [335.71694924],
       [304.89949886],
       [227.01552994],
       [214.49300395],
       [298.54792765],
       [321.23109089],
       [182.51235905],
       [535.76420466],
       [267.2805903 ],
       [269.02188106],
       [287.16530861],
       [174.44978067],
       [205.27829191],
       [167.94602242],
       [306.08580807],
       [204.71562774],
       [183.00911727],
       [233.92968316],
       [267.7799179 ],
       [441.8164413 ],
       [252.13083716],
       [411.09612487],
       [295.76025242],
       [215.17396272],
       [317.29822687],
       [288.40175294],
       [334.31474728],
       [252.38078241],
       [226.65727785],
       [270.94536386],
       [338.84653218],
       [296.28457799],
       [233.23462803],
       [285.69380226],
       [425.46303318],
       [237.97375127]]))"
8.5,9,6.8,270.7365211895199,"(array([[6.8],
       [6.8],
       [6.8],
       [6.8],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [6.8],
       [6.8],
       [6.8],
       [6.8],
       [8.6],
       [8.6],
       [6.8],
       [6.8],
       [6.8],
       [8.6],
       [6.8],
       [8.6],
       [6.8],
       [8.6],
       [6.8],
       [6.8],
       [6.8],
       [6.8],
       [6.8],
       [6.8],
       [6.8],
       [6.8],
       [6.8],
       [6.8],
       [8.6],
       [6.8],
       [6.8],
       [6.8],
       [6.8],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [6.8],
       [6.8],
       [6.8],
       [6.8],
       [6.8],
       [8.6],
       [6.8],
       [6.8],
       [6.8],
       [8.6],
       [6.8],
       [8.6],
       [6.8],
       [8.6],
       [6.8],
       [6.8],
       [6.8],
       [6.8],
       [6.8],
       [6.8],
       [6.8],
       [6.8],
       [6.8],
       [6.8],
       [8.6],
       [6.8]]), array([[270.73652119],
       [360.73773397],
       [404.24148489],
       [431.15230905],
       [337.40740453],
       [421.04211219],
       [421.92525518],
       [317.28805114],
       [408.21034124],
       [302.98111406],
       [294.34686633],
       [310.00901619],
       [299.34122029],
       [363.36950476],
       [287.01701457],
       [380.03780967],
       [382.5318204 ],
       [401.92812419],
       [382.74246541],
       [353.17646498],
       [298.0424512 ],
       [376.1013249 ],
       [436.16792309],
       [388.27793466],
       [443.82065327],
       [347.81557241],
       [354.0396173 ],
       [385.40279169],
       [427.69479   ],
       [389.47609036],
       [381.70737025],
       [424.08974945],
       [428.67132782],
       [287.09091733],
       [332.75419599],
       [389.38020019],
       [419.91799184],
       [298.40086217],
       [583.47674835],
       [359.0045614 ],
       [308.18251202],
       [370.10085308],
       [275.33535045],
       [313.43725875],
       [269.78112651],
       [241.37921006],
       [332.56708067],
       [312.72241463],
       [339.51975479],
       [370.6049126 ],
       [465.58204935],
       [375.93383485],
       [269.91089088],
       [307.22696774],
       [360.17452962],
       [404.45769013],
       [382.19428597],
       [423.04178885],
       [340.13936398],
       [355.52302707],
       [361.38085199],
       [414.59354081],
       [368.69191523],
       [342.64212086],
       [379.75018501],
       [491.08928693],
       [257.27209195]]))"
8.75,3,9.2,43.54367436768346,"(array([[ 9.2],
       [12.2],
       [11.2],
       [22.4],
       [10. ],
       [ 9.2],
       [11.2],
       [ 9.2],
       [12.2],
       [ 9.2],
       [12.2],
       [ 9.2],
       [ 9.2],
       [ 9.2],
       [13.4],
       [ 9.2],
       [11.2],
       [ 9.2],
       [11.2],
       [11.2],
       [11.2],
       [10. ],
       [22.4],
       [11.2],
       [22.4],
       [10. ],
       [13.4],
       [ 9.2],
       [11.2],
       [ 9.4],
       [ 9.2],
       [21. ],
       [ 9.2],
       [ 9.2],
       [ 9.2],
       [11.2],
       [21. ],
       [ 9.2],
       [ 9. ],
       [10.2],
       [ 9.2],
       [21. ],
       [ 9.2],
       [12.8],
       [ 9.2],
       [10.4],
       [ 9.2],
       [11.2],
       [19.4],
       [12.2],
       [ 9.2],
       [11.2],
       [10.2],
       [11.2],
       [ 9.2],
       [21. ],
       [14.8],
       [21. ],
       [ 9.2],
       [11.2],
       [21. ],
       [11.2],
       [21. ],
       [21. ],
       [21. ],
       [ 9. ],
       [ 9.2]]), array([[ 43.54367437],
       [137.4490103 ],
       [203.113857  ],
       [ 85.361293  ],
       [175.49902421],
       [574.6859869 ],
       [270.76432921],
       [258.6095804 ],
       [101.74213327],
       [169.29411902],
       [189.80379881],
       [128.09870008],
       [202.99627769],
       [118.3655157 ],
       [159.22718707],
       [ 67.32457604],
       [150.85817341],
       [473.23644592],
       [206.92410063],
       [258.92200124],
       [263.62503534],
       [182.65763608],
       [110.59136957],
       [161.62664629],
       [100.6894959 ],
       [117.87094239],
       [126.85252072],
       [ 96.55406688],
       [138.76636256],
       [ 76.32408767],
       [111.06171436],
       [ 90.29558248],
       [560.40334937],
       [292.00481442],
       [136.57014823],
       [183.13501614],
       [198.17261635],
       [259.28018454],
       [220.34829476],
       [272.80832834],
       [311.05498106],
       [175.37143715],
       [171.62327147],
       [175.88574375],
       [186.82862427],
       [132.08675016],
       [260.24713499],
       [226.6761689 ],
       [143.20752642],
       [184.27954652],
       [476.62912314],
       [182.22992835],
       [210.54603702],
       [276.63159186],
       [307.8699766 ],
       [371.88473439],
       [136.36351246],
       [325.25887401],
       [108.43577171],
       [229.70134066],
       [169.94676383],
       [158.70025643],
       [198.13495749],
       [148.03353817],
       [192.91380203],
       [546.3035319 ],
       [344.87972798]]))"
